,nominal time,day/night,npixels with POH > 90%
47,2020-05-11 12:00:00,day,2.0
48,2020-05-11 12:30:00,day,7.0
49,2020-05-11 12:35:00,day,11.0
50,2020-05-11 12:40:00,day,16.0
51,2020-05-11 12:45:00,day,20.0
52,2020-05-11 13:00:00,day,13.0
53,2020-05-11 13:15:00,day,3.0
54,2020-05-11 13:20:00,day,31.0
55,2020-05-11 13:25:00,day,38.0
56,2020-05-11 13:30:00,day,9.0
57,2020-05-11 13:40:00,day,3.0
58,2020-05-11 13:45:00,day,1.0
59,2020-05-11 13:50:00,day,14.0
60,2020-05-11 13:55:00,day,10.0
61,2020-05-11 14:00:00,day,6.0
62,2020-05-11 14:05:00,day,31.0
63,2020-05-11 14:10:00,day,1.0
64,2020-05-17 16:25:00,day,1.0
65,2020-05-17 17:50:00,transition,1.0
66,2020-05-18 17:10:00,day,1.0
67,2020-05-18 17:15:00,day,6.0
68,2020-05-18 17:20:00,day,13.0
69,2020-05-18 17:25:00,day,7.0
70,2020-05-18 17:40:00,transition,16.0
71,2020-05-18 17:45:00,transition,22.0
72,2020-05-18 17:50:00,transition,24.0
73,2020-05-18 17:55:00,transition,42.0
74,2020-05-18 18:00:00,transition,26.0
75,2020-05-18 18:05:00,transition,29.0
76,2020-05-18 18:10:00,transition,14.0
77,2020-05-18 18:15:00,transition,25.0
78,2020-05-18 18:20:00,transition,13.0
79,2020-05-18 18:25:00,transition,17.0
80,2020-05-18 18:30:00,transition,37.0
81,2020-05-18 18:35:00,transition,24.0
82,2020-05-18 18:40:00,transition,10.0
83,2020-05-18 18:45:00,transition,15.0
84,2020-05-18 18:50:00,transition,20.0
85,2020-05-18 18:55:00,transition,23.0
86,2020-05-18 19:00:00,transition,10.0
87,2020-05-18 19:10:00,transition,1.0
88,2020-05-18 19:45:00,night,3.0
89,2020-05-18 19:50:00,night,17.0
90,2020-05-18 19:55:00,night,45.0
91,2020-05-18 20:00:00,night,35.0
92,2020-05-18 20:05:00,night,16.0
93,2020-05-18 20:10:00,night,2.0
94,2020-05-18 20:15:00,night,1.0
95,2020-05-18 20:20:00,night,1.0
96,2020-05-18 20:25:00,night,8.0
97,2020-05-18 20:30:00,night,4.0
98,2020-05-18 20:40:00,night,12.0
99,2020-05-18 20:45:00,night,32.0
100,2020-05-18 20:50:00,night,37.0
101,2020-05-18 20:55:00,night,44.0
102,2020-05-18 21:00:00,night,47.0
103,2020-05-18 21:05:00,night,51.0
104,2020-05-18 21:10:00,night,40.0
105,2020-05-18 21:15:00,night,28.0
106,2020-05-18 21:20:00,night,1.0
107,2020-05-19 14:45:00,day,3.0
108,2020-05-19 14:50:00,day,16.0
109,2020-05-19 14:55:00,day,6.0
110,2020-05-19 15:10:00,day,1.0
111,2020-05-19 16:40:00,day,3.0
112,2020-05-21 15:05:00,day,11.0
113,2020-05-21 15:15:00,day,6.0
114,2020-05-21 15:20:00,day,4.0
115,2020-05-21 15:25:00,day,12.0
116,2020-05-21 15:50:00,day,6.0
117,2020-05-21 15:55:00,day,4.0
118,2020-05-23 13:25:00,day,1.0
119,2020-06-02 12:40:00,day,1.0
120,2020-06-02 12:45:00,day,3.0
121,2020-06-02 12:50:00,day,2.0
122,2020-06-02 13:15:00,day,10.0
123,2020-06-02 13:20:00,day,19.0
124,2020-06-02 13:25:00,day,6.0
125,2020-06-02 13:30:00,day,1.0
126,2020-06-02 13:40:00,day,2.0
127,2020-06-02 13:45:00,day,23.0
128,2020-06-02 13:50:00,day,70.0
129,2020-06-02 13:55:00,day,80.0
130,2020-06-02 14:00:00,day,105.0
131,2020-06-02 14:05:00,day,120.0
132,2020-06-02 14:10:00,day,52.0
133,2020-06-02 14:15:00,day,50.0
134,2020-06-02 14:20:00,day,55.0
135,2020-06-02 14:25:00,day,29.0
136,2020-06-02 14:30:00,day,37.0
137,2020-06-02 14:35:00,day,25.0
138,2020-06-02 14:40:00,day,45.0
139,2020-06-02 14:45:00,day,49.0
140,2020-06-02 14:50:00,day,79.0
141,2020-06-02 14:55:00,day,100.0
142,2020-06-02 15:00:00,day,112.0
143,2020-06-02 15:05:00,day,73.0
144,2020-06-02 15:10:00,day,103.0
145,2020-06-02 15:15:00,day,126.0
146,2020-06-02 15:20:00,day,160.0
147,2020-06-02 15:25:00,day,205.0
148,2020-06-02 15:30:00,day,167.0
149,2020-06-02 15:35:00,day,151.0
150,2020-06-02 15:40:00,day,146.0
151,2020-06-02 15:45:00,day,212.0
152,2020-06-02 15:50:00,day,281.0
153,2020-06-02 15:55:00,day,296.0
154,2020-06-02 16:00:00,day,271.0
155,2020-06-02 16:05:00,day,229.0
156,2020-06-02 16:10:00,day,188.0
157,2020-06-02 16:15:00,day,170.0
158,2020-06-02 16:20:00,day,128.0
159,2020-06-02 16:25:00,day,85.0
160,2020-06-02 16:30:00,day,106.0
161,2020-06-02 16:35:00,day,138.0
162,2020-06-02 16:40:00,day,146.0
163,2020-06-02 16:45:00,day,156.0
164,2020-06-02 16:50:00,day,169.0
165,2020-06-02 16:55:00,day,183.0
166,2020-06-02 17:00:00,day,106.0
167,2020-06-02 17:05:00,day,156.0
168,2020-06-02 17:10:00,day,190.0
169,2020-06-02 17:15:00,day,226.0
170,2020-06-02 17:20:00,day,225.0
171,2020-06-02 17:25:00,day,166.0
172,2020-06-02 17:30:00,day,87.0
173,2020-06-02 17:35:00,day,69.0
174,2020-06-02 17:40:00,day,64.0
175,2020-06-02 17:45:00,day,51.0
176,2020-06-02 17:50:00,transition,35.0
177,2020-06-02 17:55:00,transition,31.0
178,2020-06-02 18:00:00,transition,2.0
179,2020-06-02 18:05:00,transition,15.0
180,2020-06-02 18:10:00,transition,5.0
181,2020-06-02 18:15:00,transition,6.0
182,2020-06-02 18:20:00,transition,2.0
183,2020-06-02 18:25:00,transition,1.0
184,2020-06-02 18:30:00,transition,9.0
185,2020-06-02 18:35:00,transition,43.0
186,2020-06-02 18:40:00,transition,35.0
187,2020-06-02 18:45:00,transition,7.0
188,2020-06-02 18:50:00,transition,7.0
189,2020-06-02 19:00:00,transition,1.0
190,2020-06-02 19:05:00,transition,25.0
191,2020-06-02 19:10:00,transition,9.0
192,2020-06-02 19:15:00,transition,10.0
193,2020-06-02 19:20:00,transition,18.0
194,2020-06-02 19:25:00,transition,32.0
195,2020-06-02 19:30:00,night,57.0
196,2020-06-02 19:35:00,night,29.0
197,2020-06-02 19:40:00,night,42.0
198,2020-06-02 19:45:00,night,27.0
199,2020-06-02 19:50:00,night,38.0
200,2020-06-02 19:55:00,night,40.0
201,2020-06-02 20:00:00,night,27.0
202,2020-06-02 20:05:00,night,48.0
203,2020-06-02 20:10:00,night,27.0
204,2020-06-02 20:15:00,night,14.0
205,2020-06-02 20:20:00,night,5.0
206,2020-06-03 11:55:00,day,2.0
207,2020-06-03 12:00:00,day,5.0
208,2020-06-03 12:10:00,day,3.0
209,2020-06-03 12:15:00,day,9.0
210,2020-06-03 12:20:00,day,9.0
211,2020-06-03 12:25:00,day,4.0
212,2020-06-03 13:05:00,day,1.0
213,2020-06-03 13:10:00,day,5.0
214,2020-06-03 13:15:00,day,17.0
215,2020-06-03 13:20:00,day,1.0
216,2020-06-03 13:30:00,day,13.0
217,2020-06-03 13:35:00,day,30.0
218,2020-06-03 13:40:00,day,40.0
219,2020-06-03 13:45:00,day,23.0
220,2020-06-03 13:50:00,day,30.0
221,2020-06-03 13:55:00,day,3.0
222,2020-06-03 14:05:00,day,1.0
223,2020-06-03 14:20:00,day,2.0
224,2020-06-03 14:25:00,day,12.0
225,2020-06-03 15:00:00,day,2.0
226,2020-06-03 15:25:00,day,4.0
227,2020-06-03 15:35:00,day,7.0
228,2020-06-03 15:40:00,day,36.0
229,2020-06-03 15:45:00,day,12.0
230,2020-06-03 16:00:00,day,7.0
231,2020-06-03 16:05:00,day,7.0
232,2020-06-03 16:20:00,day,5.0
233,2020-06-03 16:25:00,day,1.0
234,2020-06-03 16:30:00,day,10.0
235,2020-06-03 16:35:00,day,8.0
236,2020-06-03 16:45:00,day,1.0
237,2020-06-03 17:25:00,day,9.0
238,2020-06-03 17:35:00,day,1.0
239,2020-06-03 17:45:00,day,1.0
240,2020-06-03 17:50:00,transition,2.0
241,2020-06-06 17:30:00,day,1.0
242,2020-06-06 17:40:00,day,8.0
243,2020-06-06 18:15:00,transition,5.0
244,2020-06-06 18:20:00,transition,1.0
245,2020-06-06 18:25:00,transition,5.0
246,2020-06-06 18:30:00,transition,2.0
247,2020-06-06 18:35:00,transition,5.0
248,2020-06-06 18:40:00,transition,2.0
249,2020-06-06 20:10:00,night,6.0
250,2020-06-06 20:15:00,night,6.0
251,2020-06-06 20:20:00,night,4.0
252,2020-06-06 20:25:00,night,4.0
253,2020-06-07 15:50:00,day,2.0
254,2020-06-07 16:05:00,day,1.0
255,2020-06-09 13:30:00,day,5.0
256,2020-06-09 15:05:00,day,6.0
257,2020-06-09 15:20:00,day,6.0
258,2020-06-09 15:25:00,day,21.0
259,2020-06-09 15:30:00,day,3.0
260,2020-06-09 17:20:00,day,3.0
261,2020-06-11 15:30:00,day,2.0
262,2020-06-11 16:55:00,day,3.0
263,2020-06-11 17:10:00,day,6.0
264,2020-06-11 17:15:00,day,11.0
265,2020-06-11 17:20:00,day,6.0
266,2020-06-11 17:25:00,day,7.0
267,2020-06-12 13:25:00,day,6.0
268,2020-06-12 13:30:00,day,7.0
269,2020-06-12 13:40:00,day,4.0
270,2020-06-12 13:45:00,day,25.0
271,2020-06-12 13:50:00,day,21.0
272,2020-06-12 13:55:00,day,1.0
273,2020-06-12 14:00:00,day,39.0
274,2020-06-12 14:05:00,day,63.0
275,2020-06-12 14:10:00,day,20.0
276,2020-06-12 14:20:00,day,4.0
277,2020-06-12 14:25:00,day,1.0
278,2020-06-12 14:30:00,day,2.0
279,2020-06-12 17:40:00,day,15.0
280,2020-06-12 17:45:00,day,19.0
281,2020-06-12 17:50:00,day,1.0
282,2020-06-12 18:00:00,transition,4.0
283,2020-06-12 18:05:00,transition,40.0
284,2020-06-12 18:10:00,transition,74.0
285,2020-06-12 18:15:00,transition,47.0
286,2020-06-12 18:20:00,transition,67.0
287,2020-06-12 18:25:00,transition,86.0
288,2020-06-12 18:30:00,transition,73.0
289,2020-06-12 18:35:00,transition,72.0
290,2020-06-12 18:40:00,transition,68.0
291,2020-06-12 18:45:00,transition,55.0
292,2020-06-12 18:50:00,transition,33.0
293,2020-06-12 18:55:00,transition,42.0
294,2020-06-12 19:00:00,transition,46.0
295,2020-06-12 19:05:00,transition,28.0
296,2020-06-12 19:10:00,transition,20.0
297,2020-06-12 19:15:00,transition,8.0
298,2020-06-12 19:20:00,transition,3.0
299,2020-06-12 19:25:00,transition,9.0
300,2020-06-12 19:30:00,transition,8.0
301,2020-06-12 19:35:00,transition,18.0
302,2020-06-12 19:40:00,night,11.0
303,2020-06-12 19:45:00,night,10.0
304,2020-06-12 19:55:00,night,8.0
305,2020-06-12 20:00:00,night,1.0
306,2020-06-13 11:00:00,day,2.0
307,2020-06-13 11:10:00,day,1.0
308,2020-06-13 11:25:00,day,1.0
309,2020-06-13 11:30:00,day,13.0
310,2020-06-13 11:35:00,day,23.0
311,2020-06-13 11:40:00,day,31.0
312,2020-06-13 11:45:00,day,13.0
313,2020-06-13 11:50:00,day,7.0
314,2020-06-13 11:55:00,day,11.0
315,2020-06-13 12:00:00,day,4.0
316,2020-06-13 12:05:00,day,2.0
317,2020-06-13 12:10:00,day,2.0
318,2020-06-13 17:15:00,day,11.0
319,2020-06-13 17:20:00,day,21.0
320,2020-06-13 17:25:00,day,10.0
321,2020-06-13 17:30:00,day,9.0
322,2020-06-13 17:35:00,day,11.0
323,2020-06-13 18:15:00,transition,1.0
324,2020-06-13 18:20:00,transition,2.0
325,2020-06-13 18:25:00,transition,19.0
326,2020-06-13 18:30:00,transition,6.0
327,2020-06-13 18:40:00,transition,14.0
328,2020-06-13 18:45:00,transition,23.0
329,2020-06-13 18:50:00,transition,14.0
330,2020-06-13 20:05:00,night,2.0
331,2020-06-13 20:10:00,night,1.0
332,2020-06-14 17:45:00,day,8.0
333,2020-06-14 17:50:00,day,19.0
334,2020-06-14 17:55:00,day,7.0
335,2020-06-14 18:00:00,transition,6.0
336,2020-06-14 18:05:00,transition,3.0
337,2020-06-14 18:10:00,transition,2.0
338,2020-06-15 14:30:00,day,1.0
339,2020-06-15 14:35:00,day,10.0
340,2020-06-15 14:40:00,day,12.0
341,2020-06-15 14:45:00,day,13.0
342,2020-06-15 14:50:00,day,18.0
343,2020-06-15 14:55:00,day,25.0
344,2020-06-15 15:00:00,day,17.0
345,2020-06-15 15:05:00,day,38.0
346,2020-06-15 15:10:00,day,34.0
347,2020-06-15 15:15:00,day,19.0
348,2020-06-15 15:20:00,day,16.0
349,2020-06-15 15:25:00,day,13.0
350,2020-06-15 15:30:00,day,14.0
351,2020-06-15 15:35:00,day,26.0
352,2020-06-15 15:40:00,day,15.0
353,2020-06-15 15:45:00,day,11.0
354,2020-06-15 15:50:00,day,28.0
355,2020-06-15 15:55:00,day,14.0
356,2020-06-15 16:00:00,day,22.0
357,2020-06-15 16:05:00,day,35.0
358,2020-06-15 16:10:00,day,55.0
359,2020-06-15 16:15:00,day,63.0
360,2020-06-15 16:20:00,day,40.0
361,2020-06-15 16:25:00,day,31.0
362,2020-06-15 16:30:00,day,56.0
363,2020-06-15 16:35:00,day,48.0
364,2020-06-15 16:40:00,day,49.0
365,2020-06-15 16:45:00,day,38.0
366,2020-06-15 16:50:00,day,26.0
367,2020-06-15 16:55:00,day,21.0
368,2020-06-15 17:00:00,day,6.0
369,2020-06-15 17:05:00,day,3.0
370,2020-06-15 18:00:00,transition,1.0
371,2020-06-15 19:05:00,transition,1.0
372,2020-06-15 19:45:00,night,3.0
373,2020-06-15 19:50:00,night,12.0
374,2020-06-15 19:55:00,night,13.0
375,2020-06-15 20:00:00,night,5.0
376,2020-06-15 21:55:00,night,4.0
377,2020-06-16 13:45:00,day,4.0
378,2020-06-16 13:50:00,day,1.0
379,2020-06-16 14:10:00,day,7.0
380,2020-06-16 14:15:00,day,3.0
381,2020-06-16 14:50:00,day,2.0
382,2020-06-16 14:55:00,day,2.0
383,2020-06-16 16:20:00,day,40.0
384,2020-06-16 16:25:00,day,52.0
385,2020-06-16 16:30:00,day,79.0
386,2020-06-16 16:35:00,day,84.0
387,2020-06-16 16:40:00,day,66.0
388,2020-06-16 16:45:00,day,59.0
389,2020-06-16 16:50:00,day,31.0
390,2020-06-16 16:55:00,day,8.0
391,2020-06-16 17:00:00,day,1.0
392,2020-06-16 17:15:00,day,2.0
393,2020-06-16 17:20:00,day,1.0
394,2020-06-16 17:25:00,day,10.0
395,2020-06-16 17:30:00,day,8.0
396,2020-06-16 21:25:00,night,1.0
397,2020-06-18 15:40:00,day,12.0
398,2020-06-18 15:45:00,day,12.0
399,2020-06-18 15:50:00,day,35.0
400,2020-06-18 15:55:00,day,31.0
401,2020-06-18 16:00:00,day,37.0
402,2020-06-18 16:05:00,day,15.0
403,2020-06-18 17:30:00,day,6.0
404,2020-06-18 19:35:00,transition,6.0
405,2020-06-18 19:40:00,night,16.0
406,2020-06-18 19:45:00,night,8.0
407,2020-06-19 11:50:00,day,3.0
408,2020-06-19 12:10:00,day,1.0
409,2020-06-19 12:30:00,day,13.0
410,2020-06-19 12:35:00,day,17.0
411,2020-06-19 12:40:00,day,53.0
412,2020-06-19 12:45:00,day,69.0
413,2020-06-19 12:50:00,day,71.0
414,2020-06-19 12:55:00,day,43.0
415,2020-06-19 13:00:00,day,32.0
416,2020-06-19 13:05:00,day,10.0
417,2020-06-19 13:10:00,day,44.0
418,2020-06-19 13:15:00,day,21.0
419,2020-06-19 13:20:00,day,43.0
420,2020-06-19 13:25:00,day,41.0
421,2020-06-19 13:30:00,day,14.0
422,2020-06-19 13:35:00,day,11.0
423,2020-06-19 13:40:00,day,10.0
424,2020-06-19 13:45:00,day,4.0
425,2020-06-19 13:50:00,day,21.0
426,2020-06-19 13:55:00,day,12.0
427,2020-06-19 14:00:00,day,9.0
428,2020-06-19 14:05:00,day,11.0
429,2020-06-19 14:10:00,day,22.0
430,2020-06-19 14:15:00,day,25.0
431,2020-06-19 14:20:00,day,10.0
432,2020-06-19 14:25:00,day,24.0
433,2020-06-19 14:30:00,day,25.0
434,2020-06-19 14:35:00,day,17.0
435,2020-06-19 14:40:00,day,18.0
436,2020-06-19 14:45:00,day,12.0
437,2020-06-19 14:50:00,day,3.0
438,2020-06-24 16:05:00,day,1.0
439,2020-06-24 16:25:00,day,3.0
440,2020-06-24 16:30:00,day,5.0
441,2020-06-24 16:35:00,day,10.0
442,2020-06-24 16:40:00,day,40.0
443,2020-06-24 16:45:00,day,31.0
444,2020-06-24 16:50:00,day,45.0
445,2020-06-24 16:55:00,day,24.0
446,2020-06-24 17:00:00,day,9.0
447,2020-06-24 17:05:00,day,2.0
448,2020-06-24 17:30:00,day,2.0
449,2020-06-24 17:35:00,day,18.0
450,2020-06-24 17:40:00,day,7.0
451,2020-06-24 17:45:00,day,21.0
452,2020-06-24 17:50:00,day,34.0
453,2020-06-24 17:55:00,day,24.0
454,2020-06-24 18:00:00,transition,32.0
455,2020-06-24 18:05:00,transition,57.0
456,2020-06-24 18:10:00,transition,59.0
457,2020-06-24 18:15:00,transition,48.0
458,2020-06-24 18:20:00,transition,5.0
459,2020-06-24 18:25:00,transition,37.0
460,2020-06-24 18:30:00,transition,51.0
461,2020-06-24 18:35:00,transition,68.0
462,2020-06-24 18:40:00,transition,84.0
463,2020-06-24 18:45:00,transition,97.0
464,2020-06-24 18:50:00,transition,80.0
465,2020-06-24 18:55:00,transition,71.0
466,2020-06-24 19:00:00,transition,45.0
467,2020-06-24 19:05:00,transition,18.0
468,2020-06-24 19:55:00,night,2.0
469,2020-06-25 22:10:00,night,5.0
470,2020-06-25 22:50:00,night,9.0
471,2020-06-25 22:55:00,night,38.0
472,2020-06-25 23:00:00,night,25.0
473,2020-06-25 23:05:00,night,6.0
474,2020-06-25 23:10:00,night,12.0
475,2020-06-25 23:15:00,night,3.0
476,2020-06-25 23:20:00,night,7.0
477,2020-06-25 23:30:00,night,4.0
478,2020-06-25 23:35:00,night,26.0
479,2020-06-25 23:40:00,night,2.0
480,2020-06-26 00:20:00,night,11.0
481,2020-06-26 00:25:00,night,22.0
482,2020-06-26 00:30:00,night,8.0
483,2020-06-26 00:35:00,night,29.0
484,2020-06-26 00:40:00,night,19.0
485,2020-06-26 00:45:00,night,7.0
486,2020-06-26 02:50:00,night,7.0
487,2020-06-26 02:55:00,night,14.0
488,2020-06-26 03:00:00,night,11.0
489,2020-06-26 03:05:00,night,23.0
490,2020-06-26 03:10:00,night,16.0
491,2020-06-26 03:15:00,night,11.0
492,2020-06-26 03:20:00,night,3.0
493,2020-06-26 03:30:00,night,1.0
494,2020-06-26 03:45:00,transition,1.0
495,2020-06-26 03:55:00,transition,3.0
496,2020-06-26 04:00:00,transition,15.0
497,2020-06-26 04:05:00,transition,13.0
498,2020-06-26 04:10:00,transition,11.0
499,2020-06-26 04:35:00,transition,7.0
500,2020-06-26 04:40:00,transition,8.0
501,2020-06-26 04:45:00,transition,6.0
502,2020-06-26 04:50:00,transition,6.0
503,2020-06-26 04:55:00,transition,10.0
504,2020-06-26 05:00:00,transition,5.0
505,2020-06-26 05:05:00,day,11.0
506,2020-06-26 05:10:00,day,3.0
507,2020-06-26 05:15:00,day,12.0
508,2020-06-26 05:20:00,day,16.0
509,2020-06-26 05:35:00,day,2.0
510,2020-06-26 05:40:00,day,5.0
511,2020-06-26 05:55:00,day,7.0
512,2020-06-26 06:10:00,day,8.0
513,2020-06-26 06:15:00,day,15.0
514,2020-06-26 06:20:00,day,12.0
515,2020-06-26 06:25:00,day,3.0
516,2020-06-26 07:00:00,day,2.0
517,2020-06-26 07:10:00,day,9.0
518,2020-06-26 07:15:00,day,9.0
519,2020-06-26 08:20:00,day,8.0
520,2020-06-26 08:25:00,day,19.0
521,2020-06-26 08:30:00,day,11.0
522,2020-06-26 10:20:00,day,14.0
523,2020-06-26 10:25:00,day,21.0
524,2020-06-26 10:30:00,day,10.0
525,2020-06-26 10:55:00,day,1.0
526,2020-06-26 11:00:00,day,1.0
527,2020-06-26 11:05:00,day,5.0
528,2020-06-26 11:10:00,day,14.0
529,2020-06-26 11:15:00,day,21.0
530,2020-06-26 11:20:00,day,36.0
531,2020-06-26 11:25:00,day,29.0
532,2020-06-26 11:30:00,day,19.0
533,2020-06-26 11:35:00,day,30.0
534,2020-06-26 11:40:00,day,15.0
535,2020-06-26 11:45:00,day,5.0
536,2020-06-26 12:00:00,day,7.0
537,2020-06-26 12:05:00,day,38.0
538,2020-06-26 12:10:00,day,57.0
539,2020-06-26 12:15:00,day,25.0
540,2020-06-26 12:20:00,day,6.0
541,2020-06-26 12:25:00,day,3.0
542,2020-06-26 12:30:00,day,19.0
543,2020-06-26 12:35:00,day,19.0
544,2020-06-26 12:40:00,day,39.0
545,2020-06-26 12:45:00,day,50.0
546,2020-06-26 12:50:00,day,57.0
547,2020-06-26 12:55:00,day,26.0
548,2020-06-26 13:00:00,day,48.0
549,2020-06-26 13:05:00,day,46.0
550,2020-06-26 13:10:00,day,59.0
551,2020-06-26 13:15:00,day,52.0
552,2020-06-26 13:20:00,day,37.0
553,2020-06-26 13:25:00,day,21.0
554,2020-06-26 13:30:00,day,50.0
555,2020-06-26 13:35:00,day,60.0
556,2020-06-26 13:40:00,day,34.0
557,2020-06-26 13:45:00,day,67.0
558,2020-06-26 13:50:00,day,105.0
559,2020-06-26 13:55:00,day,92.0
560,2020-06-26 14:00:00,day,148.0
561,2020-06-26 14:05:00,day,142.0
562,2020-06-26 14:10:00,day,68.0
563,2020-06-26 14:15:00,day,46.0
564,2020-06-26 14:20:00,day,24.0
565,2020-06-26 14:35:00,day,1.0
566,2020-06-26 14:40:00,day,13.0
567,2020-06-26 14:55:00,day,8.0
568,2020-06-26 15:00:00,day,9.0
569,2020-06-26 15:05:00,day,45.0
570,2020-06-26 15:10:00,day,19.0
571,2020-06-26 15:20:00,day,5.0
572,2020-06-26 15:25:00,day,6.0
573,2020-06-26 15:30:00,day,17.0
574,2020-06-26 15:35:00,day,38.0
575,2020-06-26 15:40:00,day,52.0
576,2020-06-26 15:45:00,day,71.0
577,2020-06-26 15:50:00,day,73.0
578,2020-06-26 15:55:00,day,71.0
579,2020-06-26 16:00:00,day,72.0
580,2020-06-26 16:05:00,day,60.0
581,2020-06-26 16:10:00,day,51.0
582,2020-06-26 16:15:00,day,38.0
583,2020-06-26 16:20:00,day,25.0
584,2020-06-26 16:25:00,day,26.0
585,2020-06-26 16:30:00,day,29.0
586,2020-06-26 16:35:00,day,37.0
587,2020-06-26 16:40:00,day,11.0
588,2020-06-26 16:45:00,day,4.0
589,2020-06-26 16:50:00,day,10.0
590,2020-06-26 16:55:00,day,22.0
591,2020-06-26 17:00:00,day,24.0
592,2020-06-26 17:05:00,day,27.0
593,2020-06-26 17:10:00,day,13.0
594,2020-06-26 17:15:00,day,21.0
595,2020-06-26 17:20:00,day,5.0
596,2020-06-26 17:25:00,day,23.0
597,2020-06-26 17:30:00,day,7.0
598,2020-06-26 17:35:00,day,3.0
599,2020-06-26 17:45:00,day,3.0
600,2020-06-26 17:50:00,day,1.0
601,2020-06-26 18:10:00,transition,2.0
602,2020-06-26 18:35:00,transition,4.0
603,2020-06-26 18:40:00,transition,6.0
604,2020-06-26 18:45:00,transition,11.0
605,2020-06-26 18:50:00,transition,5.0
606,2020-06-26 18:55:00,transition,2.0
607,2020-06-27 00:00:00,night,2.0
608,2020-06-27 00:05:00,night,2.0
609,2020-06-27 02:20:00,night,1.0
610,2020-06-27 13:05:00,day,3.0
611,2020-06-27 13:10:00,day,2.0
612,2020-06-27 13:15:00,day,12.0
613,2020-06-27 13:20:00,day,4.0
614,2020-06-27 13:25:00,day,6.0
615,2020-06-27 13:30:00,day,8.0
616,2020-06-27 13:55:00,day,1.0
617,2020-06-27 14:20:00,day,1.0
618,2020-06-27 15:00:00,day,21.0
619,2020-06-27 15:05:00,day,1.0
620,2020-06-27 15:10:00,day,1.0
621,2020-06-27 15:15:00,day,1.0
622,2020-06-27 15:25:00,day,2.0
623,2020-06-27 16:05:00,day,1.0
624,2020-06-27 17:00:00,day,3.0
625,2020-06-27 17:30:00,day,1.0
626,2020-06-27 17:40:00,day,1.0
627,2020-06-27 18:30:00,transition,2.0
628,2020-06-27 18:35:00,transition,14.0
629,2020-06-27 18:40:00,transition,10.0
630,2020-07-01 04:45:00,transition,2.0
631,2020-07-01 04:50:00,transition,3.0
632,2020-07-01 04:55:00,transition,8.0
633,2020-07-01 05:00:00,transition,8.0
634,2020-07-01 05:05:00,day,10.0
635,2020-07-01 05:10:00,day,16.0
636,2020-07-01 05:15:00,day,10.0
637,2020-07-01 05:20:00,day,4.0
638,2020-07-01 05:25:00,day,1.0
639,2020-07-01 05:35:00,day,2.0
640,2020-07-01 05:40:00,day,8.0
641,2020-07-01 05:45:00,day,3.0
642,2020-07-01 09:15:00,day,1.0
643,2020-07-01 09:20:00,day,13.0
644,2020-07-01 09:25:00,day,32.0
645,2020-07-01 09:30:00,day,47.0
646,2020-07-01 09:35:00,day,68.0
647,2020-07-01 09:40:00,day,66.0
648,2020-07-01 09:45:00,day,70.0
649,2020-07-01 09:50:00,day,49.0
650,2020-07-01 09:55:00,day,19.0
651,2020-07-01 10:00:00,day,2.0
652,2020-07-01 10:05:00,day,18.0
653,2020-07-01 10:10:00,day,19.0
654,2020-07-01 10:15:00,day,34.0
655,2020-07-01 10:20:00,day,29.0
656,2020-07-01 10:25:00,day,27.0
657,2020-07-01 10:30:00,day,14.0
