,nominal time,day/night,npixels with POH > 90%
162,2018-05-07 12:40:00,day,51.0
163,2018-05-07 12:45:00,day,49.0
164,2018-05-07 12:50:00,day,46.0
165,2018-05-07 12:55:00,day,48.0
166,2018-05-07 13:00:00,day,44.0
167,2018-05-07 13:05:00,day,8.0
168,2018-05-07 13:10:00,day,15.0
169,2018-05-07 13:15:00,day,31.0
170,2018-05-07 13:20:00,day,58.0
171,2018-05-07 13:25:00,day,59.0
172,2018-05-07 13:30:00,day,34.0
173,2018-05-07 13:35:00,day,13.0
174,2018-05-07 13:40:00,day,8.0
175,2018-05-07 13:55:00,day,2.0
176,2018-05-07 14:00:00,day,35.0
177,2018-05-07 14:05:00,day,34.0
178,2018-05-07 14:10:00,day,17.0
179,2018-05-07 14:15:00,day,47.0
180,2018-05-07 14:20:00,day,43.0
181,2018-05-07 14:25:00,day,53.0
182,2018-05-07 14:30:00,day,44.0
183,2018-05-07 14:35:00,day,21.0
184,2018-05-07 14:45:00,day,5.0
185,2018-05-07 14:50:00,day,9.0
186,2018-05-07 15:10:00,day,1.0
187,2018-05-07 15:15:00,day,3.0
188,2018-05-07 15:20:00,day,9.0
189,2018-05-07 15:25:00,day,1.0
190,2018-05-07 15:30:00,day,2.0
191,2018-05-07 15:35:00,day,5.0
192,2018-05-07 15:40:00,day,3.0
193,2018-05-07 15:45:00,day,1.0
194,2018-05-07 15:55:00,day,3.0
195,2018-05-07 16:00:00,day,7.0
196,2018-05-07 16:10:00,day,3.0
197,2018-05-07 16:15:00,day,11.0
198,2018-05-07 16:20:00,day,7.0
199,2018-05-07 16:25:00,day,20.0
200,2018-05-07 16:30:00,day,35.0
201,2018-05-07 16:35:00,day,8.0
202,2018-05-07 16:40:00,day,4.0
203,2018-05-07 16:45:00,day,1.0
204,2018-05-07 16:50:00,day,1.0
205,2018-05-07 17:05:00,day,2.0
206,2018-05-07 17:10:00,day,1.0
207,2018-05-07 17:20:00,day,2.0
208,2018-05-07 17:35:00,transition,1.0
209,2018-05-07 18:30:00,transition,1.0
210,2018-05-07 20:50:00,night,4.0
211,2018-05-07 21:00:00,night,2.0
212,2018-05-07 21:10:00,night,3.0
213,2018-05-07 21:15:00,night,5.0
214,2018-05-08 12:10:00,day,2.0
215,2018-05-08 13:05:00,day,6.0
216,2018-05-08 13:10:00,day,29.0
217,2018-05-08 13:15:00,day,45.0
218,2018-05-08 13:20:00,day,21.0
219,2018-05-08 14:00:00,day,4.0
220,2018-05-08 14:05:00,day,1.0
221,2018-05-08 14:10:00,day,2.0
222,2018-05-08 14:15:00,day,22.0
223,2018-05-08 14:20:00,day,36.0
224,2018-05-08 14:25:00,day,29.0
225,2018-05-08 14:30:00,day,25.0
226,2018-05-08 14:35:00,day,31.0
227,2018-05-08 14:40:00,day,44.0
228,2018-05-08 14:45:00,day,51.0
229,2018-05-08 14:50:00,day,17.0
230,2018-05-08 14:55:00,day,23.0
231,2018-05-08 15:00:00,day,30.0
232,2018-05-08 15:05:00,day,17.0
233,2018-05-08 15:10:00,day,20.0
234,2018-05-08 15:15:00,day,12.0
235,2018-05-08 15:20:00,day,2.0
236,2018-05-08 15:25:00,day,2.0
237,2018-05-08 15:30:00,day,3.0
238,2018-05-08 15:35:00,day,1.0
239,2018-05-08 15:40:00,day,10.0
240,2018-05-08 15:45:00,day,12.0
241,2018-05-08 15:50:00,day,50.0
242,2018-05-08 15:55:00,day,63.0
243,2018-05-08 16:00:00,day,33.0
244,2018-05-08 16:05:00,day,26.0
245,2018-05-08 16:10:00,day,9.0
246,2018-05-08 16:15:00,day,13.0
247,2018-05-08 16:20:00,day,5.0
248,2018-05-08 16:25:00,day,7.0
249,2018-05-08 16:30:00,day,4.0
250,2018-05-08 16:35:00,day,3.0
251,2018-05-08 16:40:00,day,16.0
252,2018-05-08 16:45:00,day,27.0
253,2018-05-08 16:50:00,day,1.0
254,2018-05-08 16:55:00,day,1.0
255,2018-05-08 17:00:00,day,18.0
256,2018-05-08 17:05:00,day,17.0
257,2018-05-08 17:10:00,day,47.0
258,2018-05-08 17:15:00,day,78.0
259,2018-05-08 17:20:00,day,60.0
260,2018-05-08 17:25:00,day,62.0
261,2018-05-08 17:30:00,transition,33.0
262,2018-05-08 17:35:00,transition,15.0
263,2018-05-08 17:40:00,transition,9.0
264,2018-05-08 17:45:00,transition,21.0
265,2018-05-08 17:50:00,transition,90.0
266,2018-05-08 17:55:00,transition,123.0
267,2018-05-08 18:00:00,transition,112.0
268,2018-05-08 18:05:00,transition,97.0
269,2018-05-08 18:10:00,transition,61.0
270,2018-05-08 18:15:00,transition,90.0
271,2018-05-08 18:20:00,transition,84.0
272,2018-05-08 18:25:00,transition,45.0
273,2018-05-08 18:30:00,transition,56.0
274,2018-05-08 18:35:00,transition,66.0
275,2018-05-08 18:40:00,transition,66.0
276,2018-05-08 18:45:00,transition,27.0
277,2018-05-08 18:50:00,transition,35.0
278,2018-05-08 18:55:00,transition,31.0
279,2018-05-08 19:00:00,night,35.0
280,2018-05-08 19:05:00,night,39.0
281,2018-05-08 19:10:00,night,15.0
282,2018-05-08 19:15:00,night,7.0
283,2018-05-08 19:20:00,night,1.0
284,2018-05-08 19:25:00,night,2.0
285,2018-05-08 19:30:00,night,6.0
286,2018-05-08 19:35:00,night,19.0
287,2018-05-08 19:40:00,night,13.0
288,2018-05-08 19:45:00,night,9.0
289,2018-05-08 19:50:00,night,24.0
290,2018-05-08 19:55:00,night,44.0
291,2018-05-08 20:00:00,night,49.0
292,2018-05-08 20:05:00,night,61.0
293,2018-05-08 20:10:00,night,90.0
294,2018-05-08 20:15:00,night,118.0
295,2018-05-08 20:20:00,night,130.0
296,2018-05-08 20:25:00,night,120.0
297,2018-05-08 20:30:00,night,72.0
298,2018-05-08 20:35:00,night,58.0
299,2018-05-08 20:40:00,night,20.0
300,2018-05-08 20:45:00,night,6.0
301,2018-05-08 20:55:00,night,4.0
302,2018-05-08 21:00:00,night,3.0
303,2018-05-08 21:05:00,night,14.0
304,2018-05-08 21:10:00,night,32.0
305,2018-05-08 21:15:00,night,26.0
306,2018-05-08 21:20:00,night,12.0
307,2018-05-08 21:30:00,night,1.0
308,2018-05-09 11:25:00,day,2.0
309,2018-05-09 12:00:00,day,1.0
310,2018-05-09 12:20:00,day,4.0
311,2018-05-09 12:25:00,day,3.0
312,2018-05-09 12:30:00,day,7.0
313,2018-05-09 12:35:00,day,10.0
314,2018-05-09 12:40:00,day,30.0
315,2018-05-09 12:45:00,day,48.0
316,2018-05-09 12:50:00,day,29.0
317,2018-05-09 12:55:00,day,4.0
318,2018-05-09 13:15:00,day,6.0
319,2018-05-09 13:20:00,day,2.0
320,2018-05-09 13:45:00,day,3.0
321,2018-05-09 13:50:00,day,4.0
322,2018-05-09 13:55:00,day,2.0
323,2018-05-09 14:00:00,day,11.0
324,2018-05-09 14:05:00,day,6.0
325,2018-05-09 14:20:00,day,2.0
326,2018-05-09 14:25:00,day,3.0
327,2018-05-09 14:30:00,day,4.0
328,2018-05-09 14:35:00,day,23.0
329,2018-05-09 14:40:00,day,32.0
330,2018-05-09 14:45:00,day,37.0
331,2018-05-09 14:50:00,day,5.0
332,2018-05-09 14:55:00,day,11.0
333,2018-05-09 15:00:00,day,33.0
334,2018-05-09 15:05:00,day,25.0
335,2018-05-09 15:10:00,day,55.0
336,2018-05-09 15:15:00,day,37.0
337,2018-05-09 15:20:00,day,42.0
338,2018-05-09 15:25:00,day,51.0
339,2018-05-09 15:30:00,day,47.0
340,2018-05-09 15:35:00,day,58.0
341,2018-05-09 15:40:00,day,41.0
342,2018-05-09 15:45:00,day,17.0
343,2018-05-09 15:50:00,day,38.0
344,2018-05-09 15:55:00,day,36.0
345,2018-05-09 16:00:00,day,27.0
346,2018-05-09 16:05:00,day,10.0
347,2018-05-09 16:10:00,day,47.0
348,2018-05-09 16:15:00,day,57.0
349,2018-05-09 16:20:00,day,40.0
350,2018-05-09 16:25:00,day,32.0
351,2018-05-09 16:30:00,day,36.0
352,2018-05-09 16:35:00,day,7.0
353,2018-05-09 16:45:00,day,3.0
354,2018-05-09 17:00:00,day,8.0
355,2018-05-09 17:05:00,day,2.0
356,2018-05-09 18:20:00,transition,1.0
357,2018-05-09 19:30:00,night,1.0
358,2018-05-09 19:35:00,night,2.0
359,2018-05-09 19:45:00,night,1.0
360,2018-05-09 19:50:00,night,22.0
361,2018-05-09 19:55:00,night,23.0
362,2018-05-09 20:00:00,night,34.0
363,2018-05-09 20:05:00,night,43.0
364,2018-05-09 20:10:00,night,7.0
365,2018-05-09 20:30:00,night,2.0
366,2018-05-09 20:35:00,night,1.0
367,2018-05-12 14:40:00,day,4.0
368,2018-05-12 14:45:00,day,23.0
369,2018-05-12 14:50:00,day,23.0
370,2018-05-12 14:55:00,day,22.0
371,2018-05-12 15:00:00,day,24.0
372,2018-05-12 15:05:00,day,20.0
373,2018-05-12 15:10:00,day,38.0
374,2018-05-12 15:15:00,day,24.0
375,2018-05-12 15:20:00,day,47.0
376,2018-05-12 15:25:00,day,33.0
377,2018-05-12 15:30:00,day,9.0
378,2018-05-12 15:45:00,day,4.0
379,2018-05-12 15:55:00,day,6.0
380,2018-05-12 16:00:00,day,15.0
381,2018-05-12 16:05:00,day,9.0
382,2018-05-12 16:10:00,day,3.0
383,2018-05-12 16:15:00,day,1.0
384,2018-05-12 16:30:00,day,1.0
385,2018-05-12 16:40:00,day,6.0
386,2018-05-12 16:45:00,day,6.0
387,2018-05-12 17:05:00,day,4.0
388,2018-05-12 17:30:00,transition,3.0
389,2018-05-12 17:40:00,transition,1.0
390,2018-05-12 17:50:00,transition,3.0
391,2018-05-13 12:00:00,day,1.0
392,2018-05-13 12:05:00,day,11.0
393,2018-05-13 12:10:00,day,4.0
394,2018-05-13 13:40:00,day,1.0
395,2018-05-13 13:45:00,day,1.0
396,2018-05-13 14:50:00,day,6.0
397,2018-05-13 15:35:00,day,4.0
398,2018-05-14 15:35:00,day,1.0
399,2018-05-15 11:10:00,day,3.0
400,2018-05-15 11:15:00,day,7.0
401,2018-05-15 11:20:00,day,10.0
402,2018-05-15 11:40:00,day,5.0
403,2018-05-15 11:45:00,day,2.0
404,2018-05-15 11:50:00,day,4.0
405,2018-05-15 11:55:00,day,7.0
406,2018-05-15 12:00:00,day,3.0
407,2018-05-15 12:25:00,day,2.0
408,2018-05-15 12:55:00,day,10.0
409,2018-05-15 13:00:00,day,8.0
410,2018-05-15 13:05:00,day,3.0
411,2018-05-15 13:10:00,day,14.0
412,2018-05-15 13:15:00,day,21.0
413,2018-05-15 13:20:00,day,11.0
414,2018-05-15 13:25:00,day,32.0
415,2018-05-15 13:30:00,day,10.0
416,2018-05-15 13:35:00,day,8.0
417,2018-05-15 13:40:00,day,17.0
418,2018-05-15 13:45:00,day,20.0
419,2018-05-15 13:50:00,day,21.0
420,2018-05-15 13:55:00,day,7.0
421,2018-05-15 14:00:00,day,1.0
422,2018-05-15 14:15:00,day,16.0
423,2018-05-15 14:20:00,day,7.0
424,2018-05-15 14:25:00,day,1.0
425,2018-05-15 14:30:00,day,9.0
426,2018-05-15 14:35:00,day,19.0
427,2018-05-15 14:40:00,day,29.0
428,2018-05-15 14:45:00,day,29.0
429,2018-05-15 14:50:00,day,42.0
430,2018-05-15 14:55:00,day,47.0
431,2018-05-15 15:00:00,day,38.0
432,2018-05-15 15:05:00,day,23.0
433,2018-05-15 15:10:00,day,17.0
434,2018-05-15 15:15:00,day,11.0
435,2018-05-15 15:20:00,day,35.0
436,2018-05-15 15:25:00,day,31.0
437,2018-05-15 15:30:00,day,8.0
438,2018-05-15 15:35:00,day,10.0
439,2018-05-15 15:40:00,day,4.0
440,2018-05-15 15:45:00,day,4.0
441,2018-05-15 15:50:00,day,14.0
442,2018-05-15 15:55:00,day,2.0
443,2018-05-15 16:00:00,day,31.0
444,2018-05-15 16:05:00,day,61.0
445,2018-05-15 16:10:00,day,81.0
446,2018-05-15 16:15:00,day,84.0
447,2018-05-15 16:20:00,day,103.0
448,2018-05-15 16:25:00,day,99.0
449,2018-05-15 16:30:00,day,84.0
450,2018-05-15 16:35:00,day,33.0
451,2018-05-15 16:40:00,day,57.0
452,2018-05-15 16:45:00,day,65.0
453,2018-05-15 16:50:00,day,108.0
454,2018-05-15 16:55:00,day,95.0
455,2018-05-15 17:00:00,day,70.0
456,2018-05-15 17:05:00,day,38.0
457,2018-05-15 17:10:00,day,31.0
458,2018-05-15 17:15:00,day,63.0
459,2018-05-15 17:20:00,day,48.0
460,2018-05-15 17:25:00,day,35.0
461,2018-05-15 17:30:00,day,29.0
462,2018-05-15 17:35:00,transition,30.0
463,2018-05-15 17:40:00,transition,56.0
464,2018-05-15 17:45:00,transition,57.0
465,2018-05-15 17:50:00,transition,73.0
466,2018-05-15 17:55:00,transition,69.0
467,2018-05-15 18:00:00,transition,30.0
468,2018-05-15 18:05:00,transition,2.0
469,2018-05-15 20:15:00,night,7.0
470,2018-05-15 20:20:00,night,8.0
471,2018-05-15 21:00:00,night,6.0
472,2018-05-15 21:05:00,night,6.0
473,2018-05-16 13:25:00,day,3.0
474,2018-05-16 15:25:00,day,25.0
475,2018-05-16 15:30:00,day,43.0
476,2018-05-16 15:35:00,day,23.0
477,2018-05-16 15:40:00,day,11.0
478,2018-05-16 15:55:00,day,7.0
479,2018-05-16 16:00:00,day,7.0
480,2018-05-16 17:35:00,transition,6.0
481,2018-05-16 17:40:00,transition,1.0
482,2018-05-16 17:45:00,transition,5.0
483,2018-05-16 17:50:00,transition,24.0
484,2018-05-16 17:55:00,transition,47.0
485,2018-05-16 18:00:00,transition,71.0
486,2018-05-16 18:05:00,transition,44.0
487,2018-05-16 18:10:00,transition,1.0
488,2018-05-16 18:25:00,transition,16.0
489,2018-05-16 18:30:00,transition,27.0
490,2018-05-16 18:35:00,transition,52.0
491,2018-05-16 18:40:00,transition,50.0
492,2018-05-16 18:45:00,transition,36.0
493,2018-05-16 18:50:00,transition,2.0
494,2018-05-16 19:10:00,night,2.0
495,2018-05-16 19:15:00,night,9.0
496,2018-05-16 19:20:00,night,1.0
497,2018-05-18 10:40:00,day,2.0
498,2018-05-18 13:50:00,day,1.0
499,2018-05-18 16:05:00,day,1.0
500,2018-05-19 11:20:00,day,1.0
501,2018-05-19 12:55:00,day,2.0
502,2018-05-19 14:15:00,day,1.0
503,2018-05-19 14:45:00,day,6.0
504,2018-05-19 14:50:00,day,4.0
505,2018-05-19 14:55:00,day,14.0
506,2018-05-19 15:30:00,day,5.0
507,2018-05-19 15:35:00,day,3.0
508,2018-05-19 15:40:00,day,2.0
509,2018-05-19 16:50:00,day,3.0
510,2018-05-20 14:10:00,day,9.0
511,2018-05-20 14:15:00,day,13.0
512,2018-05-20 14:20:00,day,6.0
513,2018-05-20 15:15:00,day,1.0
514,2018-05-20 15:30:00,day,1.0
515,2018-05-20 15:35:00,day,6.0
516,2018-05-21 13:05:00,day,4.0
517,2018-05-21 13:10:00,day,23.0
518,2018-05-21 13:15:00,day,14.0
519,2018-05-21 13:20:00,day,9.0
520,2018-05-21 13:25:00,day,7.0
521,2018-05-21 13:35:00,day,3.0
522,2018-05-21 13:40:00,day,10.0
523,2018-05-21 13:45:00,day,12.0
524,2018-05-21 13:50:00,day,9.0
525,2018-05-21 13:55:00,day,13.0
526,2018-05-21 14:00:00,day,24.0
527,2018-05-21 14:05:00,day,23.0
528,2018-05-21 14:10:00,day,22.0
529,2018-05-21 14:15:00,day,5.0
530,2018-05-21 14:20:00,day,3.0
531,2018-05-21 14:25:00,day,2.0
532,2018-05-21 14:30:00,day,14.0
533,2018-05-21 14:35:00,day,28.0
534,2018-05-21 14:40:00,day,32.0
535,2018-05-21 14:50:00,day,3.0
536,2018-05-21 16:25:00,day,5.0
537,2018-05-22 11:00:00,day,1.0
538,2018-05-22 11:20:00,day,1.0
539,2018-05-22 11:45:00,day,6.0
540,2018-05-22 12:55:00,day,2.0
541,2018-05-22 13:00:00,day,2.0
542,2018-05-22 13:05:00,day,4.0
543,2018-05-22 13:20:00,day,13.0
544,2018-05-22 13:25:00,day,2.0
545,2018-05-22 14:05:00,day,4.0
546,2018-05-22 14:10:00,day,3.0
547,2018-05-22 14:20:00,day,11.0
548,2018-05-22 14:25:00,day,4.0
549,2018-05-22 14:30:00,day,1.0
550,2018-05-22 14:40:00,day,7.0
551,2018-05-22 14:45:00,day,6.0
552,2018-05-22 14:55:00,day,6.0
553,2018-05-22 15:00:00,day,6.0
554,2018-05-22 15:15:00,day,3.0
555,2018-05-22 15:20:00,day,2.0
556,2018-05-22 15:30:00,day,5.0
557,2018-05-22 15:35:00,day,3.0
558,2018-05-22 16:00:00,day,3.0
559,2018-05-22 16:05:00,day,3.0
560,2018-05-22 16:10:00,day,1.0
561,2018-05-22 16:15:00,day,9.0
562,2018-05-22 16:20:00,day,10.0
563,2018-05-22 16:30:00,day,21.0
564,2018-05-22 16:35:00,day,25.0
565,2018-05-22 16:40:00,day,20.0
566,2018-05-22 16:45:00,day,1.0
567,2018-05-22 16:50:00,day,5.0
568,2018-05-22 16:55:00,day,18.0
569,2018-05-22 17:05:00,day,5.0
570,2018-05-22 17:10:00,day,5.0
571,2018-05-23 16:35:00,day,4.0
572,2018-05-23 16:40:00,day,3.0
573,2018-05-23 16:45:00,day,2.0
574,2018-05-23 16:50:00,day,2.0
575,2018-05-25 22:45:00,night,8.0
576,2018-05-25 22:50:00,night,7.0
577,2018-05-25 22:55:00,night,12.0
578,2018-05-25 23:00:00,night,13.0
579,2018-05-25 23:05:00,night,9.0
580,2018-05-25 23:10:00,night,6.0
581,2018-05-25 23:15:00,night,2.0
582,2018-05-26 00:00:00,night,3.0
583,2018-05-26 00:05:00,night,2.0
584,2018-05-26 12:25:00,day,12.0
585,2018-05-26 12:30:00,day,20.0
586,2018-05-26 12:35:00,day,50.0
587,2018-05-26 12:40:00,day,53.0
588,2018-05-26 12:45:00,day,13.0
589,2018-05-26 12:50:00,day,10.0
590,2018-05-26 13:15:00,day,4.0
591,2018-05-26 13:20:00,day,20.0
592,2018-05-26 13:25:00,day,8.0
593,2018-05-26 13:30:00,day,2.0
594,2018-05-26 13:45:00,day,1.0
595,2018-05-26 14:00:00,day,3.0
596,2018-05-26 14:05:00,day,3.0
597,2018-05-26 14:10:00,day,3.0
598,2018-05-26 14:15:00,day,10.0
599,2018-05-26 14:20:00,day,3.0
600,2018-05-26 15:05:00,day,1.0
601,2018-05-26 15:10:00,day,7.0
602,2018-05-26 15:15:00,day,8.0
603,2018-05-26 15:25:00,day,2.0
604,2018-05-26 15:55:00,day,2.0
605,2018-05-26 16:25:00,day,1.0
606,2018-05-26 16:30:00,day,12.0
607,2018-05-26 16:35:00,day,3.0
608,2018-05-26 16:40:00,day,4.0
609,2018-05-26 16:45:00,day,2.0
610,2018-05-26 16:55:00,day,8.0
611,2018-05-26 17:00:00,day,39.0
612,2018-05-26 17:05:00,day,43.0
613,2018-05-26 17:10:00,day,8.0
614,2018-05-26 17:15:00,day,16.0
615,2018-05-26 17:20:00,day,42.0
616,2018-05-26 17:25:00,day,71.0
617,2018-05-26 17:30:00,day,101.0
618,2018-05-26 17:35:00,day,112.0
619,2018-05-26 17:40:00,day,167.0
620,2018-05-26 17:45:00,transition,177.0
621,2018-05-26 17:50:00,transition,144.0
622,2018-05-26 17:55:00,transition,103.0
623,2018-05-26 18:00:00,transition,91.0
624,2018-05-26 18:05:00,transition,57.0
625,2018-05-26 18:10:00,transition,52.0
626,2018-05-26 18:15:00,transition,63.0
627,2018-05-26 18:20:00,transition,38.0
628,2018-05-26 18:25:00,transition,53.0
629,2018-05-26 18:30:00,transition,27.0
630,2018-05-26 18:35:00,transition,46.0
631,2018-05-26 18:40:00,transition,68.0
632,2018-05-26 18:45:00,transition,96.0
633,2018-05-26 18:50:00,transition,82.0
634,2018-05-26 18:55:00,transition,108.0
635,2018-05-26 19:00:00,transition,108.0
636,2018-05-26 19:05:00,transition,86.0
637,2018-05-26 19:10:00,transition,78.0
638,2018-05-26 19:15:00,transition,38.0
639,2018-05-26 19:20:00,transition,18.0
640,2018-05-26 19:25:00,night,13.0
641,2018-05-26 19:30:00,night,41.0
642,2018-05-26 19:35:00,night,45.0
643,2018-05-26 19:40:00,night,34.0
644,2018-05-26 19:45:00,night,45.0
645,2018-05-26 19:50:00,night,39.0
646,2018-05-26 19:55:00,night,2.0
647,2018-05-26 20:00:00,night,1.0
648,2018-05-26 20:05:00,night,10.0
649,2018-05-26 20:10:00,night,29.0
650,2018-05-26 20:15:00,night,16.0
651,2018-05-26 20:20:00,night,9.0
652,2018-05-26 20:30:00,night,7.0
653,2018-05-26 20:35:00,night,12.0
654,2018-05-26 20:40:00,night,20.0
655,2018-05-26 20:45:00,night,5.0
656,2018-05-27 10:55:00,day,3.0
657,2018-05-27 11:00:00,day,5.0
658,2018-05-27 11:05:00,day,1.0
